Probe	ADCADN	ATRX	AUTS18	BAFopathy	BFLS	CdLS	CHARGE	Control	Down	Dup7	EEOC	FLHS	GTPTS	HMA	HVDAS_C	HVDAS_T	ICF1	ICF2_3_4	Kabuki	KDVS	Kleefstra	MRD51	MRX93	MRX97	MRXSCJ	MRXSN	MRXSSR	RMNS	RSTS	SBBYSS	SETD1B	Sotos	TBRS	WDSTS	Williams
cg19734655	0.3652599	0.1959517	0.1908754	0.222369	0.1654229	0.2072618	0.2255046	0.228692	0.2393349	0.2392308	0.207316	0.2721173	0.2089132	0.3181047	0.2211131	0.2159042	0.2204967	0.2272604	0.2340486	0.2037752	0.2376193	0.2674276	0.2511275	0.2309329	0.1825421	0.2032608	0.2025888	0.1537233	0.2114563	0.2291857	0.2420385	0.118425	0.1818351	0.2219932	0.2321299
cg19410732	0.2881972	0.1914724	0.1741875	0.1737092	0.1566537	0.1544141	0.175085	0.1886954	0.1872396	0.1817076	0.153051	0.162235	0.1274405	0.1642945	0.1618737	0.1617402	0.2028678	0.1755896	0.1734315	0.1796775	0.172497	0.1886824	0.2251738	0.1833202	0.1356046	0.2303396	0.1780193	0.136704	0.1604356	0.1799776	0.1966049	0.1923808	0.1681144	0.1636229	0.2168597
cg21962013	0.5941208	0.6049204	0.5631736	0.6144599	0.5890167	0.5597319	0.6151828	0.6045594	0.5682294	0.6425704	0.5975973	0.6544301	0.6056148	0.6620869	0.5838245	0.5687703	0.6189803	0.6246582	0.5768121	0.5595888	0.5695831	0.6153436	0.5710018	0.5892473	0.5366799	0.5679931	0.5613549	0.4700072	0.605898	0.6012373	0.6116077	0.4253536	0.5164684	0.6102674	0.606364
cg13935689	0.4683238	0.2113141	0.2230196	0.2266761	0.2265566	0.2308226	0.2516461	0.2556085	0.2591935	0.2633299	0.239229	0.2669465	0.2088254	0.3215329	0.2141229	0.2317244	0.2039795	0.2574822	0.2348055	0.1906935	0.2546201	0.267957	0.2937761	0.2688197	0.2069595	0.2087502	0.2640741	0.1574228	0.2260582	0.2177337	0.2396272	0.2035447	0.2251944	0.2351168	0.2422668
cg26977936	0.3520711	0.2918509	0.3183462	0.3178041	0.2240882	0.325844	0.2937396	0.3372612	0.3867831	0.3241311	0.3552812	0.3908398	0.2931215	0.5870573	0.3329172	0.2585953	0.2061211	0.2538937	0.3482138	0.3013106	0.342995	0.4328481	0.3740494	0.3858687	0.414541	0.3184133	0.3894706	0.3024204	0.3556166	0.3447895	0.3707215	0.1878623	0.2945701	0.3090433	0.338412
cg20329210	0.16089905	0.05338938	0.02526513	0.02266196	0.03199127	0.01993714	0.04366468	0.07334072	0.08038548	0.05579484	0.02243741	0.09657761	0.03084933	0.02568682	0.01993777	0.03870442	0.02671222	0.04726146	0.04500796	0.07678357	0.0378856	0.10094823	0.09331138	0.04605128	0.11600286	0.03847435	0.02586452	0.01384098	0.04225561	0.05235755	0.03198722	0.04842745	0.02448759	0.03115796	0.079313
cg19206146	NA	0.18140188	0.13345124	0.15272312	0.13405362	0.14048361	0.17675271	0.18395205	0.20531796	0.18930718	0.14098978	0.25310322	0.12264457	0.50583503	0.15243878	0.1816141	0.07621507	0.14972332	0.19550463	0.14278054	0.14887935	0.23484583	0.23937714	0.14176919	0.21591406	0.14043263	0.14086852	0.13969835	0.13158359	0.12835997	0.18525739	0.10156881	0.12117041	0.14416611	0.1692732
cg10575367	0.8039212	0.8226463	0.8561343	0.8606187	0.8581454	0.8450023	0.8626531	0.8427434	0.7890283	0.8559396	0.8391778	0.7739465	0.8144891	0.8181586	0.8099182	0.8374917	0.853242	0.8656073	0.8332518	0.8431141	0.8664506	0.8200172	0.8183305	0.8241463	0.6266141	0.8579539	0.8185632	0.7636549	0.8377527	0.8623151	0.8384517	0.811941	0.8205679	0.8153832	0.863655
cg11565911	0.3210166	0.1795791	0.1668005	0.2305805	0.1607714	0.2639095	0.279163	0.2416041	0.2834771	0.2545481	0.2724605	0.3244483	0.2315869	0.4054179	0.2224218	0.1172852	0.2415633	0.2660411	0.3004479	0.1876851	0.2515833	0.2684054	0.235225	0.252637	0.0986412	0.2588672	0.2132781	0.1473928	0.2670892	0.2699209	0.2281771	0.1412956	0.1546133	0.245138	0.2774745
cg20559217	0.3880744	0.2789193	0.2953343	0.359889	0.3054734	0.3542739	0.3192103	0.311578	0.2633426	0.2563945	0.287589	0.2203793	0.2473309	0.4936935	0.2693424	0.4078862	0.116041	0.2788229	0.2825506	0.3652333	0.3377571	0.3821478	0.3335668	0.2438256	0.1274735	0.5433535	0.2937174	0.1873535	0.2906707	0.3364413	0.4013731	0.1829163	0.3005104	0.308418	0.397177
cg27490387	0.2980211	0.2795371	0.2294072	0.2244569	0.1671236	0.2354573	0.3248243	0.255537	0.2380109	0.299042	0.2255397	0.270067	0.2557819	0.370322	0.2686796	0.3023428	0.3573163	0.2745454	0.2670821	0.2541021	0.2380404	0.2398526	0.2631201	0.2409272	0.1403728	0.2016237	0.273244	0.1234127	0.2529308	0.2693984	0.2322439	0.1738545	0.1360834	0.281693	0.3161128
cg12989534	0.3834919	0.2509265	0.2359518	0.2346617	0.2670189	0.2529566	0.3153896	0.2813699	0.2682133	0.2934567	0.2433131	0.2272785	0.2396828	0.2955528	0.2071925	0.2625394	0.3693851	0.2825854	0.2804843	0.2467836	0.254018	0.2637119	0.2988595	0.2451338	0.1675216	0.2690135	0.2565665	0.1875566	0.2622145	0.2604059	0.2890801	0.295973	0.2088304	0.2461129	0.3372582
cg17231677	NA	0.6235163	0.5101289	0.568224	0.4568855	0.5638893	0.590197	0.5776547	0.5820851	0.5752979	0.5902872	0.5627129	0.5798513	0.5925521	0.5599787	0.5673578	0.6275612	0.5928495	0.5619577	0.5875785	0.5362803	0.5431031	0.5391579	0.5546191	0.4663011	0.626939	0.5745827	0.4301411	0.5808066	0.5632511	0.6386452	0.560977	0.4490451	0.5399227	0.6262274
cg04275362	0.7129285	0.6358867	0.5195539	0.6821923	0.6463466	0.5928408	0.7090969	0.6074495	0.5642754	0.6487181	0.6465946	0.5420887	0.6610016	0.6335365	0.5597254	0.7093867	0.6586906	0.6948027	0.6893622	0.564814	0.5357744	0.5847802	0.5658904	0.5590095	0.4666811	0.6258018	0.6389119	0.4243927	0.6515978	0.6682941	0.7323668	0.6698338	0.4068333	0.6829261	0.6840845
cg04760493	NA	0.647653	0.6652773	0.7122397	0.5119577	0.6888355	0.7004822	0.7031994	0.7135791	0.6560006	0.7049572	0.7306992	0.6934819	0.8014508	0.6963274	0.7170804	0.5857013	0.6723914	0.6809501	0.6998476	0.7017266	0.6241186	0.6352757	0.6515505	0.6235433	0.6840492	0.6894452	0.5191771	0.6954583	0.6451106	0.6988457	0.4486628	0.6249821	0.6969413	0.7496119
cg21737698	0.3262471	0.2231121	0.2125371	0.2016755	0.1746807	0.2060499	0.205332	0.2232837	0.1718187	0.2488834	0.1931936	0.2274451	0.182105	0.3650001	0.2014622	0.2305255	0.2045879	0.2313462	0.1984628	0.2427336	0.2132036	0.2449996	0.2674149	0.1897826	0.2763041	0.2412248	0.2173516	0.1991488	0.2104931	0.2099699	0.2523449	0.1114089	0.1667205	0.1916006	0.2190443
cg20025963	0.3495816	0.2693403	0.2625965	0.2496395	0.2423057	0.2473788	0.2776451	0.2590238	0.269532	0.2667362	0.2629954	0.2100521	0.2759999	0.3439096	0.1997228	0.2636502	0.2152324	0.2239887	0.2406151	0.2700916	0.2537349	0.278216	0.2803078	0.2314035	0.1934115	0.3892981	0.2431407	0.2030645	0.2491075	0.2385594	0.2944411	0.2195575	0.2241368	0.2562306	0.2746517
cg15870818	0.6227295	0.426232	0.4700221	0.4574138	0.377003	0.4568776	0.4742744	0.4789849	0.3999448	0.4257215	0.4910995	0.6256458	0.5117298	0.5002816	0.4207372	0.3957014	0.4405637	0.4510209	0.473034	0.5085668	0.4492587	0.4649696	0.4928002	0.5177166	0.4056878	0.4612916	0.4055027	0.3623062	0.4692474	0.4655191	0.4923839	0.3379704	0.4055018	0.4565988	0.6401422
cg05487664	0.5035915	0.3218907	0.3142532	0.3374803	0.2735242	0.3261931	0.3173136	0.3379937	0.3268309	0.3326785	0.3308224	0.3416511	0.3252681	0.4148709	0.3141221	0.2949921	0.2811396	0.3131583	0.3318777	0.3257073	0.3396724	0.3638147	0.3428567	0.3230056	0.3366087	0.3673151	0.36831	0.3052289	0.3289639	0.3277906	0.3837145	0.2662818	0.3204192	0.3303678	0.3458679
cg00331508	0.4134606	0.2490763	0.2230538	0.2054271	0.1984821	0.2140708	0.2200823	0.2513358	0.2376751	0.2494172	0.190829	0.2488252	0.2263796	0.2376757	0.2257415	0.2167144	0.2624503	0.2661826	0.2537996	0.2184131	0.2208047	0.2545887	0.2479572	0.2510509	0.2573309	0.2791509	0.2437283	0.1977006	0.2157887	0.2312478	0.2980467	0.2450167	0.194343	0.2300987	0.2665511
cg20893579	0.2631748	0.1513281	0.1488658	0.1521746	0.1265412	0.1511753	0.1355909	0.1528954	0.2023936	0.1718728	0.1114048	0.1671751	0.134922	0.2593228	0.2135635	0.1182066	0.1736567	0.1895523	0.1763057	0.1342216	0.1689815	0.1714838	0.192625	0.1645045	0.1699594	0.1786865	0.1916016	0.1208003	0.1621657	0.1698581	0.1687118	0.1147043	0.1251404	0.1518401	0.163819
cg06361984	0.9566568	0.9044853	0.8996792	0.8973638	0.8902324	0.8786419	0.9211484	0.9096156	0.5628911	0.9443083	0.9103988	0.8966991	0.9191174	0.8826369	0.8986057	0.9149398	0.9249474	0.9267175	0.8883086	0.891013	0.8903184	0.877613	0.8874719	0.8826103	0.8918997	0.9026562	0.8999692	0.8973812	0.9047528	0.8989626	0.9179766	0.9323084	0.8816381	0.9031426	0.9200048
cg04554272	0.6907354	0.6392285	0.500272	0.5670496	0.4785193	0.4236464	0.6940582	0.64395	0.335066	0.7350635	0.5675176	0.6705512	0.576564	0.4336135	0.4363547	0.56308	0.6455449	0.6814342	0.6241846	0.4757875	0.5908378	0.5397504	0.5162264	0.4637277	0.5700915	0.4506962	0.4897674	0.4570083	0.4604442	0.4399761	0.6281922	0.6777284	0.4252885	0.4719537	0.7753044
cg15701612	0.7706635	0.7795393	0.8201841	0.8537926	0.8953747	0.8008387	0.8767471	0.8466393	0.4926383	0.967197	0.807757	0.8508132	0.810306	0.8099291	0.8362373	0.8151322	0.8387324	0.7421434	0.7985042	0.836367	0.8310152	0.7520423	0.7303794	0.7594673	0.7278062	0.7525419	0.7898927	0.7888272	0.8333182	0.8038329	0.8766351	0.844343	0.7409319	0.8268146	0.9013168
cg23855901	0.9186253	0.8444572	0.8285013	0.8790909	0.8667632	0.8275714	0.868635	0.8715443	0.5494955	0.8921981	0.8866182	0.8306792	0.8225745	0.8331753	0.878527	0.87528	0.878409	0.8471776	0.8487894	0.8806929	0.842199	0.8360213	0.851006	0.861558	0.8295464	0.8902714	0.838559	0.861133	0.847313	0.8032238	0.9001742	0.8930449	0.8309053	0.8027863	0.8839611
cg25468618	0.5708439	0.555017	0.5543324	0.5815778	0.5834604	0.5800637	0.5485778	0.5964244	0.8681767	0.630309	0.5848009	0.5942703	0.5934218	0.6870164	0.5865781	0.5273472	0.4935892	0.7038972	0.6351347	0.5554327	0.6574031	0.6420599	0.6139328	0.5608589	0.6078611	0.5680017	0.6320853	0.5616231	0.6128333	0.689252	0.6420422	0.5249043	0.5724059	0.6170724	0.6043581
cg22993195	0.4135843	0.5029188	0.5289639	0.565216	0.3999472	0.5241014	0.5796671	0.5561556	0.8521208	0.6279674	0.4014185	0.41216	0.5923202	0.7172031	0.4968714	0.4574061	0.4441399	0.6186504	0.5742772	0.4941861	0.5567502	0.4970625	0.5661103	0.470054	0.2737667	0.7769859	0.564629	0.3349605	0.6082752	0.6061274	0.7334959	0.4656713	0.3998701	0.5755222	0.7578907
cg14886629	0.6144916	0.8151559	0.7492971	0.8082612	0.7789669	0.7449373	0.8185675	0.8117644	0.5893449	0.8217673	0.7733381	0.8039668	0.7471608	0.7597388	0.7524599	0.7500486	0.8419372	0.8350876	0.8076454	0.8136508	0.745687	0.7704134	0.7464097	0.782039	0.80587	0.7967145	0.7688747	0.7472157	0.7651928	0.7696414	0.8150621	0.8124934	0.768307	0.7858126	0.8530172
cg02451831	0.9209827	0.7602927	0.817452	0.8394492	0.7766582	0.7950457	0.8050573	0.7814835	0.4568542	0.7904443	0.7736715	0.741727	0.765708	0.8477987	0.8171476	0.8265387	0.7513123	0.6258288	0.7816527	0.8214914	0.7991707	0.8187032	0.8365125	0.8204974	0.7724458	0.826866	0.808127	0.7827326	0.8028803	0.8080747	0.8517399	0.7476346	0.7476478	0.8164682	0.7878295
cg20242066	0.6965238	0.7278493	0.6414705	0.6497219	0.6040994	0.6291425	0.6256568	0.6773633	0.3653483	0.6682185	0.4433237	0.6662212	0.633617	0.6408412	0.5303657	0.6145334	0.7126392	0.7506486	0.6417245	0.5514891	0.6257885	0.7281384	0.6550743	0.6469283	0.6802342	0.5672553	0.6717759	0.6049553	0.6548321	0.5725145	0.6947934	0.6803187	0.5782016	0.6308696	0.6085825
cg17139085	0.7392937	0.5712845	0.4904331	0.5554735	0.5443713	0.5080164	0.5880676	0.5515939	0.7348078	0.5979506	0.4894602	0.4695176	0.5698032	0.610419	0.5156306	0.4653717	0.5962997	0.6468107	0.6088144	0.5370632	0.5352632	0.5711998	0.5357972	0.4961201	0.3615962	0.6437739	0.5514752	0.3865496	0.54086	0.5511881	0.7395604	0.4960046	0.4000249	0.5421084	0.6617053
cg20988098	0.3974335	0.4720066	0.5026413	0.5241854	0.5327585	0.4986952	0.5688808	0.4893564	0.1090408	0.5057079	0.4413136	0.4080179	0.3440279	0.6231412	0.5120631	0.360236	0.4691394	0.4297527	0.4944379	0.4991828	0.5099733	0.4821968	0.5770285	0.4637221	0.5108898	0.5343448	0.5203695	0.4126626	0.5221823	0.4174257	0.5333502	0.4886013	0.4444014	0.4912153	0.539098
cg04861271	0.9234616	0.8091512	0.7967465	0.8453075	0.8278084	0.7985768	0.8739532	0.8382325	0.5937283	0.8537062	0.7033598	0.8216786	0.7878515	0.8124134	0.7445954	0.7952341	0.8656545	0.8752738	0.8063872	0.8378097	0.7918842	0.7657275	0.7827635	0.7781551	0.6752613	0.8557186	0.7986975	0.7177102	0.8048988	0.8202621	0.8048179	0.7801066	0.7726973	0.7992733	0.8843252
cg05204097	0.9123665	0.8530551	0.8017192	0.8241799	0.738466	0.7523174	0.8461701	0.8794362	0.5417417	0.9198373	0.8696618	0.7984714	0.6735518	0.7209354	0.8656515	0.8052885	0.8597367	0.8845516	0.8695363	0.8171785	0.8608797	0.8510352	0.8368265	0.8425793	0.7850769	0.8143196	0.7793422	0.7713062	0.8230873	0.7489496	0.8676151	0.8552178	0.7420436	0.7951953	0.8936646
cg03787282	NA	0.5123564	0.6292911	0.6050992	0.6381245	0.5635455	0.7137377	0.6340788	0.3071844	0.569955	0.7076976	0.6189756	0.6005986	0.5869976	0.5627533	0.6110925	0.6373648	0.3818131	0.5769376	0.6634515	0.5571443	0.6354163	0.5743688	0.631346	0.62659	0.5157469	0.6179195	0.5823498	0.5952055	0.6671238	0.6344753	0.6461246	0.5712453	0.5884012	0.6846646
cg19682134	0.5021851	0.4369964	0.4578713	0.4482731	0.422421	0.425296	0.507122	0.492554	0.7257128	0.5307489	0.3447168	0.3509243	0.498742	0.4568625	0.4256225	0.4529029	0.4419449	0.5633589	0.4769117	0.4333372	0.493289	0.4931394	0.501142	0.4580941	0.4818182	0.5664561	0.4660622	0.4350911	0.4097347	0.4449567	0.6173091	0.5348065	0.3636592	0.4656502	0.4780879
cg23024158	0.3912275	0.4456953	0.4289595	0.546907	0.4010832	0.4119305	0.4375739	0.4309012	0.5995546	0.3925746	0.4507662	0.4262497	0.3767027	0.4673983	0.4741529	0.4652957	0.4392132	0.3540073	0.4479707	0.3946135	0.3754957	0.4469162	0.4689495	0.4387563	0.3952961	0.4063409	0.441737	0.4715626	0.4254959	0.458496	0.4058878	0.4590906	0.3171834	0.461772	0.4688453
cg18174099	0.920172	0.8438282	0.8249825	0.8108855	0.833737	0.7473176	0.8878663	0.8334344	0.5588667	0.863094	0.8326977	0.8126231	0.8446878	0.7380223	0.782493	0.7531147	0.8564755	0.7038699	0.8189069	0.8379225	0.7894066	0.8227024	0.8027777	0.8237336	0.8219357	0.78629	0.8056183	0.7688822	0.8122696	0.8148224	0.8244885	0.884099	0.8085424	0.8028128	0.8529245
cg14459046	0.5646045	0.3503472	0.3657925	0.4293102	0.3401786	0.3794602	0.367767	0.410454	0.6516623	0.4070556	0.3581159	0.4200294	0.3466314	0.528448	0.3905949	0.3509471	0.3556727	0.3341424	0.4314146	0.4484765	0.4124853	0.429814	0.404753	0.3776101	0.4685732	0.4609319	0.3527473	0.4694837	0.3789265	0.3810107	0.448022	0.2580273	0.3297597	0.3988394	0.4386258
cg09465703	0.23979624	0.26243253	0.36211558	0.24544112	0.36820026	0.26241508	0.24391259	0.26555748	0.47365815	0.22838251	0.20116198	0.05226552	0.17571013	0.3588251	0.29962055	0.31234984	0.18210788	0.2718348	0.22318267	0.28545786	0.30734132	0.35145515	0.35373449	0.28715137	0.16603326	0.46278971	0.30290501	0.14898315	0.25283695	0.24569137	0.3607579	0.28133461	0.21693952	0.26892973	0.1973918
cg01174743	0.2643016	0.3570545	0.2461041	0.2704828	0.2465229	0.2432383	0.3459166	0.2915064	0.1020072	0.3506639	0.1944428	0.2993874	0.2175717	0.4205814	0.2807421	0.2245399	0.3171486	0.3259133	0.2852268	0.2343318	0.2418158	0.2643242	0.3211957	0.2341075	0.2570626	0.2955584	0.275523	0.263103	0.2485257	0.1885497	0.2828366	0.3334651	0.2031922	0.2570716	0.4027537
cg03192897	0.9004711	0.7176014	0.6053252	0.6071451	0.6206541	0.6538936	0.63632	0.643841	0.8030978	0.6254492	0.6529643	0.706963	0.8124345	0.696447	0.635339	0.5792416	0.6834349	0.6139065	0.5964812	0.6602014	0.680396	0.6441142	0.644544	0.6819735	0.6785023	0.6246112	0.6594619	0.7025849	0.5855196	0.6694439	0.6674131	0.4786838	0.5180972	0.6100862	0.6480584
cg14251734	0.6800418	0.536231	0.4111672	0.51215	0.4314992	0.5800317	0.4810825	0.5140458	0.6849436	0.5793432	0.4203925	0.5969887	0.5380727	0.6343342	0.5109367	0.4743982	0.4955789	0.4669357	0.4961911	0.4791455	0.5428353	0.4800429	0.4817929	0.4801306	0.5546365	0.6358124	0.4813237	0.5895127	0.5008827	0.4123263	0.568052	0.3491822	0.4557006	0.4746709	0.4562338
cg04467093	0.5946656	0.4560075	0.4387508	0.4618855	0.4210089	0.4277557	0.469783	0.4641572	0.5855201	0.482336	0.4481733	0.4806701	0.4189424	0.5193288	0.4540384	0.433037	0.4686572	0.4707291	0.4462923	0.4601781	0.419093	0.4309884	0.4447932	0.4519727	0.4589888	0.5030225	0.5053795	0.4284139	0.4481067	0.4587055	0.5653664	0.3832861	0.3872714	0.45159	0.4806289
cg22877366	0.6020947	0.3561106	0.4490343	0.427831	0.3789305	0.3319853	0.4347032	0.4434818	0.2125706	0.5069977	0.4863306	0.3962927	0.3344055	0.4464338	0.4045434	0.4996654	0.4356565	0.4359959	0.4165713	0.3811048	0.4576121	0.4313501	0.4064873	0.4366423	0.4181327	0.2384491	0.4753625	0.4179311	0.4132417	0.4192495	0.4133348	0.2945961	0.3819311	0.4245011	0.4018077
cg02156899	0.5795355	0.5939169	0.6050582	0.603105	0.5810051	0.6128457	0.6664992	0.606775	0.7835069	0.6283949	0.4327909	0.5460051	0.5972936	0.6525175	0.6200647	0.6009045	0.6246322	0.7203213	0.619325	0.5677092	0.6422424	0.5938272	0.6055577	0.5822915	0.5921529	0.6030817	0.6391196	0.5908988	0.6211417	0.6567872	0.6972419	0.6699602	0.5394194	0.6181964	0.7418445
cg13069441	0.3731302	0.5686419	0.3722351	0.4289164	0.4237962	0.3593331	0.4454761	0.4245376	0.6231564	0.3809978	0.353064	0.2702903	0.3905009	0.4800533	0.3515653	0.3061237	0.1318665	0.3512638	0.3695717	0.4716969	0.3892563	0.447616	0.4473036	0.3860313	0.3590946	0.7348431	0.4606632	0.2713636	0.3412162	0.3938646	0.5238129	0.4441059	0.4278768	0.4013059	0.5969681
cg20895669	0.5986093	0.6074386	0.5550346	0.6221166	0.5270507	0.5704658	0.636377	0.6169308	0.4085189	0.6288632	0.5393665	0.5448095	0.5849933	0.6525253	0.5858769	0.5663413	0.6198228	0.5570383	0.5889673	0.5859925	0.5721066	0.6294329	0.5732107	0.6148252	0.5783216	0.6024679	0.6202952	0.5114418	0.5741182	0.5078969	0.6213109	0.6323716	0.4997827	0.576618	0.5792445
cg00478479	0.4664442	0.1331804	0.2969838	0.3122888	0.3770385	0.2691043	0.3232765	0.3467253	0.5680769	0.3258525	0.3480198	0.2953626	0.2577314	0.4083211	0.1717768	0.1742713	0.1335448	0.4490647	0.3146412	0.2856235	0.3303016	0.3283284	0.3265191	0.3247684	0.2897368	0.3658295	0.2683126	0.1709435	0.2434168	0.3188817	0.3686129	0.2357859	0.2008535	0.3181847	0.5379308
cg25073708	0.5657541	0.3512815	0.3472262	0.3852576	0.322522	0.3044179	0.3675527	0.3619237	0.5117588	0.3258185	0.4314281	0.3261821	0.3612204	0.379621	0.329893	0.4099286	0.3736905	0.387819	0.4436231	0.368201	0.3759695	0.3324184	0.3862698	0.3479843	0.3596516	0.3260519	0.4273434	0.2038706	0.3590872	0.3925577	0.4383163	0.3528229	0.2512068	0.3745038	0.5053424
cg12176783	0.59613	0.6107773	0.6242811	0.6099037	0.5788181	0.622299	0.6684402	0.6484479	0.8254546	0.7134734	0.5585057	0.3364627	0.5740768	0.7249864	0.6831149	0.6331824	0.6025185	0.6654077	0.5169062	0.7926071	0.6252419	0.6906122	0.621013	0.6721669	0.6450358	0.7675551	0.6739554	0.568391	0.5789845	0.6250646	0.7091009	0.7211332	0.6137322	0.6441566	0.7434114
cg12451530	0.916433	0.9040895	0.8244702	0.8281902	0.8645149	0.863697	0.9114837	0.8846865	0.6774067	0.9446848	0.9478162	0.908873	0.8355735	0.8454058	0.8846457	0.8522432	0.8251634	0.9307804	0.8721436	0.9401722	0.890122	0.8001425	0.8564591	0.8675075	0.8840713	0.8356438	0.8746784	0.7728528	0.8056295	0.8524511	0.8478433	0.8105401	0.7240435	0.8713261	0.9322345
cg26943120	0.5977121	0.5005313	0.5365823	0.4936693	0.5733352	0.4771942	0.4934342	0.5027076	0.2678772	0.5956545	0.4561206	0.4037554	0.3582796	0.5284716	0.5536777	0.6057771	0.5983458	0.3906262	0.4658836	0.5617073	0.4829783	0.4361299	0.4839017	0.5185404	0.4259	0.4153795	0.5154292	0.4501082	0.4152516	0.4602886	0.5377661	0.5073963	0.4406982	0.4517502	0.5600514
cg03680291	0.8100201	0.4984574	0.6288954	0.5079272	0.6514082	0.5444426	0.4971609	0.5471142	0.312062	0.607033	0.5148733	0.5391491	0.4495988	0.5661752	0.5272784	0.5767296	0.4880419	0.4853902	0.6092274	0.5862102	0.5906962	0.5274534	0.5526631	0.5239015	0.5326501	0.4736572	0.4824784	0.4344907	0.5395235	0.482435	0.5533841	0.3456885	0.4370102	0.5248155	0.3878067
cg20680265	0.9271899	0.7271684	0.711812	0.7890053	0.7784188	0.7384808	0.7919338	0.7595921	0.5397998	0.7941004	0.721795	0.7110445	0.7562607	0.746616	0.7553575	0.8077525	0.7814557	0.7003188	0.7556448	0.7434059	0.7017783	0.7313779	0.7527157	0.7383263	0.721427	0.7591816	0.7672611	0.7467279	0.7327847	0.7271627	0.7646969	0.7719613	0.6659896	0.7421577	0.769936
cg00901138	NA	0.4856526	0.5181322	0.5803226	0.5711386	0.5181918	0.5326437	0.5332675	0.6982441	0.5835597	0.5322506	0.584583	0.5723256	0.4605462	0.4914887	0.4875457	0.5106438	0.4770496	0.5478984	0.534945	0.444557	0.5119699	0.544625	0.4881167	0.5695539	0.4793256	0.5594777	0.5249195	0.5432927	0.4502853	0.5054401	0.5539636	0.4495087	0.490236	0.5318175
cg05367885	0.6944945	0.4931432	0.4890023	0.4879461	0.4930415	0.445787	0.5093441	0.5205034	0.311529	0.5378748	0.4444703	0.5159858	0.4304276	0.5301837	0.4527547	0.4916204	0.5351437	0.5292383	0.4968129	0.5184834	0.4578581	0.4904719	0.4988347	0.4870419	0.527436	0.4801614	0.4938131	0.412202	0.4878367	0.4850431	0.607027	0.3600738	0.366979	0.4668708	0.5376392
cg08640252	0.0725037	0.20845265	0.14037742	0.1694045	0.13909205	0.19561701	0.16950573	0.14136055	0.39473814	0.12437612	0.04883035	0.01449288	0.18933508	0.28527287	0.15045887	0.17364146	0.14514613	0.15692823	0.17052474	0.15449727	0.23726949	0.18049072	0.17850498	0.13803586	0.06497551	0.34805986	0.14208893	0.10789728	0.17917379	0.26138414	0.26794288	0.18793617	0.10761948	0.22667649	0.21922566
cg16611584	0.7419163	0.5425658	0.6443712	0.551292	0.5964983	0.5239371	0.5337729	0.5477905	0.7327996	0.5985288	0.7034967	0.4945735	0.4255472	0.4755352	0.509371	0.557186	0.5821368	0.6165824	0.5462695	0.5092775	0.5510187	0.5159221	0.5055588	0.5589166	0.4517924	0.5622648	0.6115792	0.6322466	0.4635659	0.5306783	0.5403415	0.6977612	0.4560734	0.4323075	0.5589206
cg18415822	0.3877466	0.173151	0.2600665	0.3616577	0.2228169	0.2662416	0.2098355	0.2269292	0.4096733	0.2193074	0.2647644	0.287478	0.2116121	0.4784121	0.3423797	0.2879696	0.2895277	0.1431779	0.2038667	0.3510174	0.3136218	0.2591838	0.3173492	0.1797835	0.2557648	0.3065876	0.2254657	0.2883809	0.1700354	0.1788264	0.2459879	0.3749332	0.2124819	0.2395471	0.2421119
cg05374025	0.6303045	0.3900706	0.4379457	0.4567104	0.4328194	0.4391464	0.5172022	0.5068304	0.2226303	0.729895	0.3574957	0.5983243	0.3059614	0.500706	0.5458135	0.4352691	0.6317712	0.5424184	0.4922161	0.4105586	0.4693843	0.4260189	0.4934971	0.4084631	0.4176915	0.4128338	0.4395248	0.4946557	0.4933817	0.4035364	0.5667746	0.5086786	0.3270328	0.4069186	0.2911532
